Payload (Ton),Round-trip Distance (km),Cycles/Shift,Total Hours Operation/Shift,AWSS,Tire Pressure (psi),Temperature (°C),Anomaly
153.6898711617379,6.399355436586002,0.32482172502561846,6.0921924421226095,0.34119895123334326,95.76240317977297,25.68253197517533,0
142.84316920739383,5.924633682912769,0.8554813292844822,7.139614989220498,0.7099001145347758,95.46585891616147,29.84398255530458,0
156.26881560783605,5.059630369920174,0.20758007900003872,7.586394466578356,0.13844237556140754,82.04356827369985,30.09008436022223,1
171.2213960071619,4.353063222294426,0.6920384703609597,9.88768765734019,0.304670547668933,96.69909808298563,32.36315172921703,0
141.20519205297597,5.69822331361359,-0.8936146669537857,8.556553124533758,-0.5951013047558874,107.32829081821745,23.165708183595868,0
141.2054725013941,5.39348538542175,1.2132937073729386,6.664518430900109,0.9818986843219372,87.25767880923205,32.962836369236655,0
172.18111331449728,5.895193220027732,1.0012054753622242,8.486036289417637,0.6955308142589945,110.48482651050593,16.478041841986126,1
158.31432004339,5.635171801681969,0.18291136893180937,6.452696011061635,0.15973741621248275,104.87774821084338,26.850577238180946,0
137.18543853945917,6.049552715319335,1.659245668432405,9.082691053887073,1.1051453891026404,92.65766678028962,27.558630787742278,0
154.47301066453545,4.464764788439432,1.9375701376265584,7.528875348182122,1.14901556016538,98.58470362662153,33.166634130356194,0
137.28889897137753,6.317394065634326,-0.6075598643689741,7.906363811260829,-0.48545642134700545,136.32467725194465,30.113154263384345,1
137.24940434951287,5.1975996046924,0.23727522143378577,9.325796647542191,0.13224195677187234,107.33547813505866,22.972184730718567,0
149.33819952289102,7.0752608726252655,0.23085765021270177,6.7128364314157505,0.24332159980124168,100.08783654898147,25.075034370914924,0
112.5223468607555,4.310812181910432,0.06009689889113534,6.6028818148870085,0.039235359816807355,97.62316683039016,30.993400047737033,0
115.73995358501239,6.73596380316525,1.8294748419317486,7.416400673653995,1.661624938608145,100.7660907045166,29.60466329067722,0
135.60000442550572,5.197910783462648,0.8061738612271965,9.038378851019317,0.4636251562022081,94.88236442057696,27.104379451821266,0
127.90381880244739,4.348581996385551,0.7354851586893892,6.480653924523158,0.4935177154859073,78.95250494280985,27.595831052440104,1
150.57297293539247,4.5161141659456785,-1.0038623644067535,5.167844401889431,-0.8772626828508101,120.42177910534731,33.48083998579644,1
129.69413274194667,4.67965269180568,1.6354180302092263,7.5488411415910015,1.0138229489464599,101.55324999199401,27.411537135653926,0
121.08002817379057,5.424165946401916,-0.23925839485347256,8.55174079991092,-0.15175591357592455,103.98147265122537,29.559543779854632,0
170.241212270718,5.5228354880355,1.0599326302663283,9.200261749738829,0.6362681524281484,99.42092250123092,40.849682940402715,0
141.348289235089,4.426299996061421,1.2773769379581916,7.536838637914601,0.7501890125403743,92.64883199275413,22.881586815580384,0
146.35851679247912,4.975645407739017,2.3606585958386512,7.588573392883998,1.547827172975432,98.1407551905123,20.740786342126707,0
120.86745148310175,7.142270358611864,-0.3088203991191121,9.153900734255748,-0.24095506896956218,84.00605237805689,33.91794832399303,1
135.90585429966083,6.727543170100711,-2.0195121558208253,6.130258300304579,-2.2162777725292138,122.77086498053305,26.606784693529484,1
147.09977967742395,5.4363236696740325,1.183849544753695,7.611479224816991,0.8455372617314186,76.0062728738069,28.4088123612869,1
125.54372771047224,5.0380034781682,2.8005111815108537,8.190423889925057,1.7226196424895555,89.6803371615282,26.09421810934443,0
151.62267354938078,5.120031326718261,2.238946352939437,8.449218721285034,1.3567497592425977,95.597407956136,28.700999296162436,0
134.944889898807,5.613517972730417,1.2096594152746258,7.490193306809117,0.9065780535134764,112.88075724852378,37.992690560481705,1
140.22228736603125,3.9772074348015947,0.5083638143679526,8.034441011705841,0.25165015701061744,100.14508999262654,34.0106422930906,0
134.92664764989746,4.742623462576655,1.8071225966373103,5.5116726465870105,1.5549729775536765,87.63864203969538,34.311117559434884,0
176.84561594778168,3.3314159261224106,0.02645380029553135,7.341751587666152,0.012003758307356435,112.54338360757339,22.918864721036773,1
144.97444040702663,5.399223122605279,1.4763577693562193,8.453508712554468,0.9429439628669088,107.31000626785482,24.244231317235652,0
127.13718191157533,5.647195939702741,1.5054701591666269,7.0177059657453205,1.211462123333132,105.38434957216452,15.804606702572865,0
159.25571218854668,4.516813537700626,2.06020990749888,8.058984221589597,1.1546844794368407,107.1573424117084,25.95309589458623,0
124.35054877119501,6.573986763290033,3.7596600389110777,8.446872500802698,2.926048111644065,123.9436190058245,34.78351593192829,1
148.77280792987125,3.774234336997659,1.392415967178767,7.657450799142235,0.6862994347020279,121.85094895036113,32.58473257874186,1
111.72991494388569,3.53562511979018,0.49103637429250124,8.170463770996571,0.21248739218967266,93.13284656996704,28.892433685239382,0
122.51692591271703,5.224451818559972,0.9744256878080055,7.037267434715388,0.7234114809402548,116.23884992811152,29.888498581409735,1
148.56778363111638,6.047098302612154,-0.7690759048891183,7.793388720303954,-0.5967465201522131,103.83168189758901,26.55557228712297,0
157.8194861194816,6.6839276914578685,0.3052868689109418,8.610216169589222,0.23698770353284423,104.99095816137749,31.02379441200892,0
148.1323129792871,4.54111573713106,0.5907175618868961,8.156972960968433,0.328861800734202,83.07729168356671,33.82939139740307,1
143.2294960402441,6.078680833431296,0.4759116020654075,7.4134687304360645,0.3902241769774635,98.29614234611805,21.920566062947636,0
140.06154667194377,4.961491530499293,1.152354872033722,8.224216404290793,0.6951907217254144,91.87176409663435,31.49823843918674,0
119.94888736054361,4.82737270005918,0.17758006761779943,8.714609790636619,0.09836873837012097,108.28058814893309,34.662174354773335,0
132.9086212322016,5.883659937486672,2.1210306673244714,5.950058721422522,2.0973613451219975,110.71080500402805,27.924498555183153,1
137.33636851446494,5.65232287841342,1.000207064918197,9.159074064955897,0.6172559841850219,79.25513648983689,33.50350306060292,1
163.26276186827153,3.4236078430157506,0.9906996788613855,7.663745261318928,0.44257305990352075,99.7796513599573,44.07327222236276,0
151.07468762240848,6.476540349725896,0.6721052834870822,8.42548993324023,0.5166366611625667,111.21861504794252,29.47828603506554,1
115.08874806609379,6.380091354147451,1.1551906838589792,9.197246923645228,0.8013508994231991,98.13321037686555,31.966535250026617,0
150.7410023652019,4.374437298490471,1.8250982646676346,6.628326302769534,1.2044937979345476,107.29063645002364,26.309714581693044,0
